PORT_NAME,COUNTRY,LATITUDE,LONGITUDE,HARBORSIZE,HARBORTYPE,MAX_VESSEL
AL RAYYAN TERMINAL,QA,26.650000,51.550000,V,OR,M
KEPPEL - (EAST SINGAPORE),SG,1.283333,103.850000,L,CN,L
JURONG ISLAND,SG,1.283333,103.733333,L,CN,L
SAINT-VALERY-SUR-SOMME,FR,50.183333,1.616667,V,CB,M
LE TREPORT,FR,50.066667,1.366667,V,RT,M
DIEPPE,FR,49.933333,1.083333,S,LC,M
PORT DU HAVRE-ANTIFER,FR,49.650000,0.150000,S,CB,L
PORT OF LE HAVRE,FR,49.483333,0.116667,L,RT,L
SATTAHIP,TH,12.616667,100.916667,M,CB,
MATANZAS,CU,23.050000,-81.550000,S,CN,L
PORT OF ROUEN,FR,49.450000,1.066667,L,RN,M
LITTLEHAMPTON HARBOUR,GB,50.783333,-0.533333,V,RN,M
THINGEYRI,IS,65.883333,-23.483333,V,CN,
ISAFJORDUR,IS,66.066667,-23.116667,V,CN,L
SAUDARKROKUR,IS,65.750000,-19.666667,V,CN,
HUSAVIK,IS,66.033333,-17.333333,V,CN,
NAMSOS,NO,64.466667,11.500000,S,CN,M
MALM,NO,64.066667,11.233333,V,RN,M
STEINKJER,NO,64.016667,11.500000,V,CN,M
DJUPVIKEN,NO,63.783333,11.450000,S,CN,M
LEVANGER,NO,63.750000,11.300000,V,RN,
LANGSTEIN,NO,63.533333,10.900000,V,CN,
MURUVIK,NO,63.433333,10.850000,V,CN,M
HOMMELVIK,NO,63.416667,10.800000,V,CN,M
TRONDHEIM,NO,63.433333,10.400000,M,CN,M
THAMSHAMM,NO,63.316667,9.883333,S,CN,L
KRISTIANSUND,NO,63.116667,7.733333,S,CN,M
SUNNDALSORA,NO,62.683333,8.550000,V,RB,M
BUD,NO,62.900000,6.916667,V,CB,M
HAROYSUND,NO,62.900000,6.966667,S,CN,
MOLDE,NO,62.733333,7.166667,S,CN,M
ANDALSNES,NO,62.566667,7.683333,V,CN,
HAREID,NO,62.366667,6.033333,V,CB,
MOLDTUSTRANDA,NO,62.300000,5.650000,V,CN,
ORSTAV,NO,62.200000,6.133333,S,CN,
ALESUND,NO,62.466667,6.166667,S,CB,L
MALOY,NO,61.933333,5.116667,S,CN,M
FLORO,NO,61.600000,5.033333,V,CB,
ARDALSTANGEN,NO,61.233333,7.716667,V,RN,L
MONGSTAD,NO,60.816667,5.033333,M,OR,M
VAKSDAL,NO,60.483333,5.733333,S,RN,M
BERGEN,NO,60.400000,5.316667,M,CN,L
BRATTHOLMEN,NO,60.350000,5.166667,V,CN,M
TRANNESET,NO,60.416667,5.016667,S,CN,L
STRANDVIK,NO,60.166667,5.666667,V,CN,M
NORHEIMSUND,NO,60.366667,6.150000,V,RB,M
ODDA,NO,60.083333,6.550000,V,RB,M
PUERTO PADRE,CU,21.283333,-76.533333,S,CN,L
BAHIA DE SAGUA DE TANAMO,CU,20.683333,-75.333333,L,OR,L
PUERTO GUANTANAMO,CU,19.983333,-75.133333,L,CN,L
DEAUVILLE,FR,49.366667,0.083333,V,LC,M
PORT DE CAEN,FR,49.183333,-0.350000,S,LC,M
OUISTREHAM,FR,49.283333,-0.250000,V,LC,M
ELFIN COVE,US,58.200000,-136.350000,V,CN,
HOONAH,US,58.116667,-135.450000,V,CN,
TENAKEE SPRINGS,US,57.783333,-135.200000,V,CN,
CHATHAM,US,57.516667,-134.933333,V,CN,
TODD,US,57.466667,-135.050000,V,CN,
HOOD BAY,US,57.400000,-134.500000,V,CN,
HAWK INLET,US,58.116667,-134.750000,V,CN,
FUNTER,US,58.250000,-134.900000,V,CN,
DUPONT,US,58.233333,-134.266667,V,CN,
JUNEAU,US,58.300000,-134.416667,S,CN,
HAINES,US,59.233333,-135.433333,V,CN,
TANANI POINT,US,59.283333,-135.450000,V,CN,
SKAGWAY,US,59.450000,-135.333333,V,CN,L
LETNIKOF COVE,US,59.183333,-135.400000,V,CN,
EXCURSION INLET,US,58.416667,-135.450000,V,CN,
YAKUTAT,US,59.550000,-139.733333,V,CN,
KATALLA,US,60.200000,-144.533333,V,OR,
CORDOVA,US,60.550000,-145.766667,S,CN,M
SHEPARD POINT,US,60.633333,-145.666667,V,OR,
SWANPORT,US,61.083333,-146.400000,V,OR,
METLAKATLA,US,55.133333,-131.566667,V,OR,L
GEORGE INLET,US,55.383333,-131.466667,V,CN,
VALDEZ,US,61.116667,-146.250000,V,CN,L
BAMBERTON,CA,48.550000,-123.516667,V,CN,L
VICTORIA HARBOR,CA,48.433333,-123.383333,M,CB,L
ESQUIMALT HARBOR,CA,48.433333,-123.433333,S,CN,L
PORT SAN JUAN,CA,48.550000,-124.433333,V,CN,M
PORT ALBERNI,CA,49.233333,-124.816667,S,RN,L
UCLUELET,CA,48.950000,-125.550000,V,CN,M
CLAYOQUOT,CA,49.150000,-125.916667,V,CN,M
AHOUSAT,CA,49.283333,-126.066667,V,CN,
TAHSIS,CA,49.916667,-126.666667,V,CN,L
MELING,NO,59.783333,5.116667,V,CN,M
HEMNESBERGET,NO,66.233333,13.616667,V,CN,M
HAMMERFEST,NO,70.666667,23.666667,M,CN,M
SORVAER,NO,70.633333,21.983333,V,CN,M
BREDVIK,NO,70.583333,22.133333,V,CN,M
OKSFJORD,NO,70.233333,22.350000,V,CN,M
ALTA,NO,69.966667,23.250000,V,CN,M
TALVIK,NO,70.050000,22.966667,V,CN,M
TROMSO,NO,69.650000,18.966667,M,OR,M
GIBOSTAD,NO,69.350000,18.083333,V,CN,M
FINNSNES,NO,69.233333,17.966667,V,CN,M
MEDBY,NO,68.916667,17.733333,V,CN,M
SJOVEGAN,NO,68.883333,17.833333,V,CN,M
HARSTAD,NO,68.800000,16.550000,M,CN,M
ANDENES,NO,69.333333,16.133333,V,OR,M
SORTLAND,NO,68.700000,15.416667,V,CN,M
CIENFUEGOS,CU,22.150000,-80.450000,L,CN,L
LUCEA,JM,18.450000,-78.166667,V,OR,L
MONTEGO BAY,JM,18.466667,-77.933333,S,CB,L
FALMOUTH,JM,18.483333,-77.650000,V,OR,M
RIO BUENO,JM,18.466667,-77.466667,V,OR,M
OCHO RIOS,JM,18.416667,-77.116667,V,CN,L
PORT ANTONIO,JM,18.183333,-76.450000,S,CN,L
PORT ESQUIVEL,JM,17.883333,-77.133333,V,OR,L
PORT KAISER,JM,17.866667,-77.600000,V,OR,L
SAVANNAH LA MAR,JM,18.200000,-78.133333,V,OR,M
JACMEL,HT,18.233333,-72.533333,V,OR,M
MIRAGOANE,HT,18.450000,-73.083333,V,OR,M
PETIT GOAVE,HT,18.433333,-72.866667,V,OR,M
PORT AU PRINCE,HT,18.550000,-72.350000,M,OR,L
SANTIAGO DE CUBA,CU,20.016667,-75.833333,M,CN,L
PUERTO CABEZAS,NI,14.016667,-83.383333,V,OR,M
PUERTO LIMON,CR,9.983333,-83.016667,V,CB,L
CHIRIQUI GRANDE,PA,8.950000,-82.116667,V,OR,L
BERGH COVE,CA,50.533333,-127.616667,V,CN,M
PORT ALICE,CA,50.383333,-127.450000,S,CN,L
COAL HARBOR,CA,50.600000,-127.583333,V,CN,M
PORT HARDY,CA,50.716667,-127.483333,V,CN,M
SOINTULA,CA,50.633333,-127.016667,V,CN,M
ALERT BAY,CA,50.583333,-126.933333,V,CN,L
PORT MCNEILL,CA,50.583333,-127.083333,V,CN,M
BELLA COOLA,CA,52.366667,-126.800000,V,CN,L
BELLA BELLA,CA,52.166667,-128.150000,V,CN,
KLEMTU,CA,52.600000,-128.516667,V,CN,M
BUTEDALE,CA,53.166667,-128.683333,V,CN,
KEMANO BAY,CA,53.483333,-128.133333,V,RB,M
KITIMAT,CA,54.000000,-128.683333,S,CN,L
PORPOISE HARBOR,CA,54.216667,-130.283333,V,CN,L
PRINCE RUPERT,CA,54.316667,-130.333333,M,CN,L
PORT SIMPSON,CA,54.566667,-130.433333,V,CN,L
STEWART,CA,55.933333,-130.000000,V,CN,L
HERTFORD,US,36.183333,-76.466667,V,RN,M
EDENTON,US,36.050000,-76.616667,V,CN,M
PLYMOUTH,US,35.866667,-76.750000,V,RN,M
COLUMBIA,US,35.916667,-76.250000,V,RN,M
BELHAVEN,US,35.616667,-76.616667,V,RN,M
WASHINGTON,US,35.550000,-77.050000,V,RN,M
BAYBORO,US,35.150000,-76.766667,V,RN,M
NEW BERN,US,35.100000,-77.050000,V,RB,M
BEAUFORT,US,34.716667,-76.666667,V,CN,L
MOREHEAD CITY,US,34.716667,-76.700000,V,CN,L
SWANSBORO,US,34.683333,-77.133333,V,CN,M
WRIGHTSVILLE,US,34.216667,-77.816667,S,CN,M
WILMINGTON,US,34.233333,-77.950000,M,RN,L
SOUTHPORT,US,33.916667,-78.016667,V,RN,M
GEORGETOWN,US,33.366667,-79.283333,V,RN,L
CHARLESTON,US,32.783333,-79.916667,S,RN,L
PORT ROYAL,US,32.366667,-80.683333,V,RN,M
BEAUFORT,US,32.433333,-80.666667,V,RN,L
SAVANNAH,US,32.083333,-81.083333,M,RN,L
DARIEN,US,31.366667,-81.433333,V,RN,M
PHILADELPHIA,US,39.950000,-75.133333,L,RN,L
BROOKLYN,US,40.666667,-74.016667,L,RN,L
NEW YORK CITY,US,40.700000,-74.016667,L,RN,L
PATCHOGUE,US,40.750000,-73.016667,V,RN,L
YONKERS,US,40.933333,-73.900000,S,RN,M
NEWBURGH,US,41.500000,-74.000000,V,RN,L
POUGHKEEPSIE,US,41.700000,-73.950000,V,RN,M
KINGSTON,US,41.933333,-73.966667,S,RN,M
ALMIRANTE,PA,9.300000,-82.400000,V,CN,L
BOCAS DEL TORO,PA,9.333333,-82.233333,V,OR,M
ST GEORGE'S,BM,32.383333,-64.683333,S,CN,L
IRELAND ISLAND,BM,32.316667,-64.833333,M,CB,L
HAMILTON,BM,32.300000,-64.783333,S,CN,L
FREEPORT,BS,26.516667,-78.783333,S,RB,L
SOUTH RIDING POINT,BS,26.616667,-78.216667,V,CN,L
NASSAU,BS,25.083333,-77.350000,M,CN,L
MANATI,CU,21.366667,-76.816667,S,RN,L
GUAYABAL,CU,20.700000,-77.616667,S,OR,L
ANSE TEMBLADORA,TT,10.683333,-61.583333,V,OR,L
EL BOSQUE,CO,10.400000,-75.533333,S,CN,L
PUERTO PRODECO,CO,11.150000,-74.216667,S,OR,L
QALHAT LNG TERMINAL,OM,22.683333,59.400000,V,OR,M
COXEN HOLE,HN,16.316667,-86.550000,V,CN,L
EL BLUFF,NI,12.000000,-83.700000,V,CN,M
ALTAMIRA,MX,22.483333,-97.850000,V,RB,L
TUXPAN,MX,20.950000,-97.400000,M,RN,L
DOS BOCAS TERMINAL,MX,18.433333,-93.216667,V,OR,L
ASHQELON,IL,31.666667,34.500000,V,OR,L
ASHTART OIL TERMINAL,TN,34.283333,11.383333,S,OR,L
ZARZIS,TN,33.500000,11.116667,V,CB,M
DIDON TERMINAL,TN,33.783333,11.900000,S,OR,M
MELILLI OIL TERMINAL,IT,37.116667,15.250000,V,OR,L
TONGHAE,KR,37.533333,129.150000,V,CB,M
NINGBO,CN,29.883333,121.550000,S,RN,L
PORT METHANIER,DZ,36.883333,6.950000,S,CB,M
M BAO OIL TERMINAL,SN,14.716667,-17.400000,V,OR,M
LYNDIANE,SN,14.166667,-16.166667,V,RN,M
FORCADOS OIL TERMINAL,NG,5.166667,5.183333,V,OR,L
MOUDI MARINE TERMINAL,CM,4.116667,8.483333,V,OR,M
EBOME MARINE TERMINAL,CM,2.800000,9.816667,V,OR,M
CATSKILL,US,42.216667,-73.850000,V,RN,M
ALBANY,US,42.650000,-73.750000,M,RN,L
RENSSELAER,US,42.650000,-73.750000,V,RN,M
TROY,US,42.733333,-73.700000,V,RN,M
EDGEWATER,US,40.816667,-73.983333,V,RN,L
WEEHAWKEN,US,40.766667,-74.016667,S,RN,L
HOBOKEN,US,40.750000,-74.016667,M,RN,L
JERSEY CITY,US,40.716667,-74.033333,M,RN,L
BAYONNE,US,40.683333,-74.100000,M,RN,L
NEWARK,US,40.700000,-74.150000,M,RB,L
ELIZABETHPORT,US,40.650000,-74.183333,S,CN,L
STAPLETON SI,US,40.633333,-74.066667,S,CN,L
TOMPKINSVILLE SI,US,40.633333,-74.066667,M,CN,
PORT RICHMOND SI,US,40.650000,-74.133333,S,CN,
MARINERS HARBOR SI,US,40.633333,-74.166667,S,CN,
GULFPORT SI,US,40.633333,-74.200000,S,RN,L
NISHTUN,YE,15.816667,52.200000,V,CN,M
DOHA HARBOR,KW,29.383333,47.800000,V,CN,
BANDAR-E SHAHID REAJIE,IR,27.100000,56.066667,S,CB,M
BANDAR ABBAS,IR,27.150000,56.200000,M,CB,M
BANDAR TAHERI OFFSHORE TERMINAL,IR,27.650000,52.350000,V,CN,L
KHAWR KHASAB,OM,26.216667,56.233333,S,CN,M
AL KUWAYT,KW,29.350000,47.933333,V,CN,M
AL MUKHA,YE,13.316667,43.250000,M,CN,M
ASH SHIHR OIL TERMINAL,YE,14.733333,49.500000,V,CN,
HADERA,IL,32.466667,34.900000,V,OR,M
RAS SUDR,EG,29.583333,32.700000,V,OR,M
DAMIETTA,EG,31.483333,31.750000,L,CB,L
BUR SAID (PORT SAID),EG,31.266667,32.300000,L,LC,M
EL HAMRA OIL TERMINAL,EG,30.983333,28.866667,V,OR,L
SOYO ANGOLA LNG TERMINAL,AO,-6.116667,12.333333,V,RN,L
MERSA MATRUH,EG,31.350000,27.233333,V,CB,M
HAMRAWEIN,EG,26.250000,34.200000,V,OR,M
AL MANAMAH,BH,26.233333,50.583333,S,CN,L
KHOSROWABAD,IR,30.166667,48.416667,V,RN,M
BOURI OIL FIELD,LY,33.900000,12.650000,V,OR,M
KHOMS,LY,32.666667,14.250000,V,CN,
MENZEL BOURGUIBA,TN,37.150000,9.800000,S,LC,M
RADES,TN,36.816667,10.300000,V,CB,M
DJEN-DJEN,DZ,36.816667,5.883333,V,CB,
AGADIR,MA,30.433333,-9.633333,L,CB,M
PUNTA EUROPA TERMINAL,GQ,3.783333,8.716667,V,OR,L
MALABO,GQ,3.750000,8.783333,S,CN,L
LUBA,GQ,3.500000,8.566667,V,CN,M
SANTO ANTONIO,ST,1.650000,7.450000,V,CN,
SAO TOME,ST,0.350000,6.733333,V,OR,
YOMBO TERMINAL,CG,-4.450000,11.100000,V,OR,L
FUTILA TERMINAL,AO,-5.450000,12.183333,V,OR,M
KUITO OIL FIELD,AO,-5.466667,11.500000,V,OR,L
NESKAUPSTADUR,IS,65.150000,-13.683333,V,CN,
NEWHAVEN HARBOUR,GB,50.783333,0.050000,V,RN,L
RYE HARBOUR,GB,50.933333,0.766667,V,RN,M
BUDIR,IS,64.933333,-14.016667,V,CN,
VESTMANNAEYJAR,IS,63.433333,-20.283333,S,CN,M
HAIMEN,CN,28.683333,121.450000,V,RN,
DOVER HARBOR,GB,51.116667,1.333333,S,CB,L
RAMSGATE,GB,51.333333,1.416667,S,CB,M
EL JORF LASFAR,MA,33.116667,-8.616667,S,CB,M
ESPOIR MARINE TERMINAL,CI,5.050000,-4.450000,V,OR,L
BAOBAB MARINE TERMINAL,CI,4.966667,-4.550000,V,OR,L
ODUDU TERMINAL,NG,4.000000,7.766667,V,OR,L
OKONO TERMINAL,NG,3.983333,7.300000,V,OR,L
OKWORI TERMINAL,NG,3.850000,6.983333,V,OR,L
ONNE,NG,4.683333,7.150000,V,RN,L
EL MAADIYA,EG,31.266667,30.150000,V,CB,
AL ISKANDARIYH (ALEXANDRIA),EG,31.166667,29.833333,L,CB,M
GIRASSOL TERMINAL,AO,-7.650000,11.683333,V,OR,L
KANDLA,IN,23.033333,70.216667,S,RN,L
ALDERNEY HARBOUR,GG,49.733333,-2.200000,V,CB,M
SAINT SAMPSON,GG,49.483333,-2.516667,V,CB,M
SAINT PETER PORT,GG,49.450000,-2.533333,S,CB,M
GRANVILLE,FR,48.833333,-1.600000,V,CT,M
SAINT-MALO,FR,48.650000,-2.016667,S,CT,M
LE LEGUE,FR,48.533333,-2.750000,V,RT,M
PROBOLINGGO,ID,-7.716667,113.216667,V,OR,
AGBAMI OIL TERMINAL,NG,3.466667,5.566667,V,OR,L
EGINA OIL TERMINAL,NG,3.066667,6.700000,V,OR,L
AKPO OIL TERMINAL,NG,3.133333,6.816667,V,OR,L
OLOWI MARINE TERMINAL,GA,-3.133333,10.216667,V,OR,
DUSSAFU TERMINAL,CG,-4.250000,10.816667,V,OR,L
KIZOMBA A TERMINAL,AO,-6.316667,11.050000,V,OR,L
PSVM TERMINAL,CD,0.000000,0.000000,,,
KIZOMBA B TERMINAL,AO,-6.350000,11.150000,V,OR,L
KIZOMBA C TERMINAL,AO,-6.316667,11.283333,V,OR,L
DALIA TERMINAL,AO,-7.683333,11.766667,V,OR,L
GREATER PLUTONIO TERMINAL,AO,-7.833333,12.100000,V,OR,L
ETAME TERMINAL,GA,-3.750000,10.516667,V,OR,L
PSVM TERMINAL,AO,-6.250000,10.733333,V,OR,L
DUNKERQUE PORT OUEST,FR,51.066667,2.350000,M,CT,L
GRAVELINES,FR,51.000000,2.116667,V,RT,M
CALAIS,FR,50.966667,1.850000,S,CB,M
IQUITOS,PE,-3.750000,-73.233333,S,RN,L
ITAQUI,BR,-2.566667,-44.366667,S,CN,L
STOKKMARKNES,NO,68.566667,14.916667,V,CB,M
REINE,NO,67.933333,13.100000,V,CN,M
BALLSTAD,NO,68.066667,13.700000,V,CN,M
STAMSUND,NO,68.116667,13.850000,V,CN,M
HENNINGSVAER,NO,68.150000,14.216667,V,OR,M
SVOLVAER,NO,68.233333,14.583333,S,CN,M
SKROVA HAVN,NO,68.166667,14.666667,V,CN,M
BRETTESNES,NO,68.233333,14.850000,V,CN,M
LODINGEN,NO,68.416667,16.000000,V,CN,M
ULVIK,NO,68.566667,16.266667,V,RN,
LILANDSGRUNNEN,NO,68.483333,16.883333,V,CN,
NARVIK,NO,68.433333,17.416667,V,CB,L
LITLE BALLANGEN,NO,68.333333,16.850000,V,CN,M
DRAG,NO,68.050000,16.083333,V,CN,M
KORSNES,NO,68.250000,16.066667,V,CN,M
TRANOY,NO,68.183333,15.666667,V,CN,M
KJERRINGOY,NO,67.516667,14.766667,V,CN,M
BODO,NO,67.283333,14.383333,V,CB,L
LAKSELV,NO,67.366667,15.600000,S,CN,M
FAUSKE,NO,67.250000,15.366667,V,CN,
ROGNAN,NO,67.100000,15.416667,V,CN,M
ORNES,NO,66.866667,13.716667,V,CN,
GLOMFJORD,NO,66.816667,13.983333,V,CN,M
SANDNESSJOEN,NO,66.016667,12.633333,V,CN,M
MO INLET,NO,66.316667,14.133333,S,OR,L
KVALSUND,NO,70.500000,23.983333,V,CN,
PORT MOLLER,US,55.983333,-160.566667,V,CN,
PORT HEIDEN,US,56.883333,-158.700000,V,CN,
PILOT POINT,US,57.566667,-157.600000,V,CN,
UGASHIK,US,57.533333,-157.416667,V,RN,
EGEGIK,US,58.200000,-157.366667,V,CN,
NAKNEK,US,58.716667,-157.016667,V,CN,
KOGGIUNG,US,58.966667,-156.916667,V,CN,
EKUK,US,58.816667,-158.566667,V,OR,
AMPENAN,ID,-8.566667,116.066667,V,OR,M
WAINGAPU,ID,-9.633333,120.216667,V,OR,M
NUEVA GERONA,CU,21.916667,-82.800000,V,OR,L
GEORGETOWN,KY,19.300000,-81.383333,V,OR,L
CAYMAN BRAC,KY,19.750000,-79.750000,V,OR,L
STAGEN,ID,-3.300000,116.150000,V,CN,M
SAMPIT,ID,-2.516667,113.000000,V,RN,
BITUNG,ID,1.433333,125.183333,V,CN,M
LUWUK,ID,-0.950000,122.800000,V,OR,M
MASSET HARBOR,CA,54.016667,-132.150000,V,CN,M
PORT CLEMENTS,CA,53.683333,-132.183333,V,CN,M
QUEEN CHARLOTTE,CA,53.250000,-132.083333,V,CN,L
ALLIFORD BAY,CA,53.216667,-131.983333,V,CN,L
HYDER,US,55.916667,-130.000000,V,CN,
HIDDEN INLET,US,54.950000,-130.333333,V,LC,
LYALL HARBOR,CA,48.800000,-123.200000,V,CN,M
HOPE BAY,CA,48.800000,-123.283333,V,CN,M
SIDNEY,CA,48.650000,-123.383333,V,CN,L
ROCHE  HARBOR,US,48.616667,-123.166667,V,CN,
ORCAS,US,48.600000,-122.933333,V,CN,
ANACORTES,US,48.516667,-122.616667,S,CN,L
BELLINGHAM,US,48.750000,-122.500000,S,CN,L
CHERRY POINT,US,48.866667,-122.750000,V,CN,L
SEMIAHMOO,US,48.983333,-122.766667,V,CN,
BLAINE,US,49.000000,-122.750000,V,CN,
STEVESTON,CA,49.133333,-123.183333,V,RN,M
NEW WESTMINSTER,CA,49.200000,-122.916667,M,RN,L
FRASER MILLS,CA,49.216667,-122.866667,V,RN,M
PORT COQUITLAM,CA,49.266667,-122.783333,V,RN,M
MISSION CITY,CA,49.116667,-122.250000,V,RN,
VANCOUVER,CA,49.283333,-123.116667,L,CN,L
PORT MOODY,CA,49.283333,-122.883333,V,CN,M
SQUAMISH,CA,49.683333,-123.150000,V,RN,L
PORT MELLON,CA,49.516667,-123.483333,V,CN,M
WESTVIEW,CA,49.833333,-124.516667,V,CB,M
POWELL RIVER,CA,49.866667,-124.533333,S,CB,L
DUNCAN BAY,CA,50.066667,-125.283333,V,CN,M
CAMPBELL RIVER,CA,50.016667,-124.233333,V,CN,L
CLARKS POINT,US,58.850000,-158.550000,V,OR,
DILLINGHAM,US,59.033333,-158.483333,V,CN,
PLATINUM,US,59.016667,-161.833333,V,CN,
BETHEL,US,60.816667,-161.716667,V,RN,
NASH HARBOR,US,60.200000,-166.983333,V,OR,
KWIGUK,US,62.733333,-164.466667,V,RN,
KOTLIK,US,63.033333,-163.550000,V,RN,
HAMILTON,US,62.900000,-163.916667,V,RN,
ST MICHAEL,US,63.483333,-162.033333,V,OR,
UNALAKLEET,US,63.883333,-160.783333,V,OR,
SOLOMON,US,64.550000,-164.400000,V,OR,
NOME,US,64.500000,-165.416667,S,OR,
GRANTLEY HARBOR,US,65.266667,-166.333333,V,OR,
SAVOONGA,US,63.683333,-170.400000,V,OR,
SHISHMAREF,US,66.250000,-166.083333,V,CN,
DEERING,US,66.083333,-162.733333,V,OR,
KOTZEBUE,US,66.916667,-162.583333,V,CN,
CLIFTON PIER,BS,25.000000,-77.550000,V,OR,L
MATTHEW TOWN,BS,20.950000,-73.683333,V,OR,M
GRAND TURK,TC,21.433333,-71.150000,V,OR,M
CABANAS,CU,23.000000,-82.966667,M,CN,M
MARIEL,CU,22.983333,-82.750000,S,CB,L
BAHAI DE LA HABANA,CU,23.133333,-82.366667,L,CB,L
CARDENAS,CU,23.050000,-81.200000,S,OR,L
ISABELA DE SAGUA,CU,22.950000,-80.000000,S,OR,L
NUEVITAS BAY,CU,21.550000,-77.266667,L,CN,L
ANTILLA,CU,20.833333,-75.733333,L,CN,L
FELTON,CU,20.733333,-75.600000,S,CN,L
NICARO,CU,20.716667,-75.550000,S,CN,L
TEXAS CITY,US,29.383333,-94.916667,S,CN,L
BAYTOWN,US,29.733333,-95.016667,V,CN,L
NORSWORTHY,US,29.733333,-95.200000,V,RN,
PASADENA,US,29.716667,-95.216667,V,RN,L
SINCO,US,29.716667,-95.233333,V,RN,
HOUSTON,US,29.750000,-95.283333,L,RT,L
FREEPORT,US,28.950000,-95.333333,V,RN,L
PALACIOS,US,28.683333,-96.216667,V,CN,
PORT LAVACA,US,28.616667,-96.616667,V,CN,M
COMOX HARBOR,CA,49.666667,-124.916667,S,CN,M
NANOOSE HARBOR,CA,49.266667,-124.150000,V,CN,M
NANAIMO,CA,49.166667,-123.933333,S,CN,
HARMAC,CA,49.133333,-123.850000,V,CN,L
CHEMAINUS,CA,48.933333,-123.716667,V,CN,L
CROFTON,CA,48.866667,-123.633333,V,CN,L
COWICHAN BAY,CA,48.750000,-123.616667,V,CN,L
GANGES,CA,48.850000,-123.483333,V,CN,M
FRIDAY HARBOR,US,48.533333,-123.016667,V,CN,
WESTPORT,US,46.133333,-123.383333,V,RN,
RAINIER,US,46.083333,-122.933333,V,RN,
LONGVIEW,US,46.133333,-122.933333,S,RN,L
KALAMA,US,46.016667,-122.850000,V,RN,L
ST HELENS,US,45.866667,-122.800000,V,RN,
PORTLAND,US,45.516667,-122.666667,L,RN,L
VANCOUVER,US,45.633333,-122.683333,M,RN,L
CAMAS,US,45.583333,-122.400000,V,RN,
PORT SOCONY,US,40.550000,-74.250000,S,RN,L
BAYWAY,US,40.633333,-74.200000,V,RN,L
GRASSELLI,US,40.616667,-74.200000,S,RN,
CARTERET,US,40.583333,-74.216667,S,RN,L
CHROME,US,40.566667,-74.216667,S,RN,M
PORT READING,US,40.566667,-74.233333,S,RN,M
SEWAREN,US,40.550000,-74.250000,V,RN,L
MAURER,US,40.533333,-74.250000,V,RN,
PERTH AMBOY,US,40.500000,-74.266667,S,RN,L
SAYREVILLE,US,40.466667,-74.366667,V,CN,M
SOUTH AMBOY,US,40.483333,-74.266667,S,CN,M
LEONARDO,US,40.433333,-74.066667,S,CN,M
BARNEGAT,US,39.766667,-74.100000,V,CN,M
ATLANTIC CITY,US,39.366667,-74.416667,V,CN,M
SALEM NJ,US,39.666667,-75.483333,V,RN,M
NEW CASTLE,US,39.650000,-75.566667,V,RN,L
DEEPWATER POINT,US,39.700000,-75.516667,V,RN,L
WILMINGTON,US,39.733333,-75.550000,M,RN,L
MARCUS HOOK,US,39.816667,-75.416667,S,RN,L
CHESTER,US,39.850000,-75.350000,L,RN,L
CITY ISLAND,US,40.850000,-73.783333,V,CN,
GLOUCESTER,US,42.600000,-70.666667,S,CN,M
BEVERLY,US,42.533333,-70.883333,V,CN,M
SALEM,US,42.516667,-70.883333,S,CN,L
MARBLEHEAD,US,42.500000,-70.850000,V,CN,M
LYNN,US,42.450000,-70.950000,V,CN,M
BOSTON,US,42.350000,-71.050000,L,CN,L
QUINCY,US,42.250000,-70.966667,S,RN,M
SCITUATE,US,42.200000,-70.716667,V,CB,M
PORT OCONNOR,US,28.450000,-96.400000,V,CN,M
ROCKPORT,US,28.016667,-97.050000,V,CN,M
CORPUS CHRISTI,US,27.816667,-97.400000,M,CN,L
PORT ARANSAS,US,27.833333,-97.050000,V,CN,
PORT INGLESIDE,US,27.816667,-97.183333,V,CN,L
PORT ISABEL,US,26.083333,-97.200000,V,CN,L
BROWNSVILLE,US,25.950000,-97.400000,S,LC,L
TAMPICO,MX,22.216667,-97.866667,M,RN,L
VERACRUZ,MX,19.200000,-96.133333,M,CB,L
CAYO ARCAS TERMINAL,MX,20.166667,-91.983333,V,OR,L
COATZACOALCOS,MX,18.150000,-94.416667,S,RN,L
MINATITLAN,MX,17.900000,-94.583333,V,RN,M
ESTRELA OIL FIELD,AO,-6.450000,12.400000,S,OR,L
NORTH POINT,SH,-7.883333,-14.366667,S,OR,M
SALINA,BQ,12.083333,-68.283333,V,OR,L
SINT MICHELSBAAI,CW,12.133333,-69.016667,V,OR,L
COVENAS OFFSHORE TERM.,CO,9.500000,-75.733333,V,OR,L
EL GUAMACHE,VE,10.900000,-64.100000,V,OR,L
VILA DO CONDE,BR,-1.550000,-48.750000,V,RN,L
GUAMARE OIL TERMINAL,BR,-4.866667,-36.283333,V,OR,L
UKPOKITI MARINE TERMINAL,NG,5.716667,4.833333,V,OR,L
SAN SEBASTIAN BAY,AR,-53.166667,-68.500000,S,CN,
VILLA CONSTITUCION,AR,-33.300000,-60.333333,V,RN,L
PUERTO WILLIAMS,CL,-54.933333,-67.600000,V,OR,M
CALETA PATILLOS,CL,-20.733333,-70.200000,V,CN,L
JAYAPURA,ID,-2.533333,140.716667,S,CN,M
ACAJUTLA OFFSHORE TERMINAL,SV,13.583333,-89.866667,V,OR,L
DILI,TL,-8.533333,125.583333,S,CN,M
KUPANG,ID,-10.166667,123.583333,S,CN,L
