PORT_NAME,COUNTRY,LATITUDE,LONGITUDE,HARBORSIZE,HARBORTYPE,MAX_VESSEL
SOUTH BRISTOL,US,43.866667,-69.550000,V,CN,M
BOOTHBAY HARBOR,US,43.866667,-69.583333,V,CN,M
MAR DEL PLATA,AR,-38.033333,-57.533333,S,CB,L
ITAJAI,BR,-26.916667,-48.633333,M,RN,L
LAGUNA,BR,-28.500000,-48.783333,V,RN,
TRAMANDAI,BR,-29.983333,-50.133333,S,OR,L
RIO GRANDE,BR,-32.050000,-52.083333,L,RN,L
PELOTAS,BR,-31.783333,-52.333333,V,RN,
PORTO ALEGRE,BR,-30.033333,-51.233333,M,RN,L
LA PALOMA,UY,-34.650000,-54.150000,V,CN,
PUERTO SAUCE,UY,-34.433333,-57.450000,V,OR,
FRAY BENTOS,UY,-33.116667,-58.316667,V,RN,M
PAYSANDU,UY,-32.316667,-58.066667,S,RN,M
PARANA,AR,-31.716667,-60.533333,V,RN,
DIAMANTE,AR,-32.066667,-60.650000,V,RN,L
PUERTO SAN MARTIN,AR,-32.716667,-60.733333,V,RN,L
VILLA CONSTITUCION,AR,-33.233333,-60.333333,V,RN,L
SAN NICOLAS,AR,-33.333333,-60.233333,V,RN,L
RAMALLO,AR,-33.483333,-60.016667,V,RN,
ZARATE,AR,-34.083333,-59.033333,S,RN,L
CAMPANA,AR,-34.150000,-58.966667,S,RN,L
CONCORDIA,AR,-31.400000,-58.033333,V,RN,
MANITOWANING,CA,45.750000,-81.800000,V,CN,M
SHEGUIANDAH,CA,45.900000,-81.916667,V,CN,M
LITTLE CURRENT,CA,45.983333,-81.933333,S,CN,M
HONORA,CA,45.866667,-82.166667,V,CN,M
KAGAWONG,CA,45.916667,-82.250000,V,CN,
GORE BAY,CA,45.916667,-82.466667,V,CN,M
MELDRUM BAY,CA,45.933333,-83.116667,V,CN,M
BLIND RIVER,CA,46.183333,-82.950000,V,CN,M
COCKBURN,CA,45.950000,-83.316667,V,CN,M
THESSALON,CA,46.250000,-83.566667,V,CB,M
PORT BOUET,CI,5.233333,-3.966667,V,OR,L
ABIDJAN,CI,5.250000,-4.016667,L,LC,L
TAKORADI,GH,4.883333,-1.733333,M,CB,L
SEKONDI,GH,4.950000,-1.700000,V,CB,
SALTPOND,GH,5.200000,-1.050000,V,OR,
TEMA,GH,5.616667,0.016667,S,CB,M
LOME,TG,6.133333,1.283333,M,CB,L
KPEME,TG,6.200000,1.516667,V,OR,M
COTONOU,BJ,6.350000,2.433333,M,CB,L
LAGOS,NG,6.400000,3.400000,L,RN,L
ESCRAVOS OIL TERMINAL,NG,5.500000,5.000000,V,OR,L
KOKO,NG,6.000000,5.466667,V,RN,M
FORCADOS,NG,5.366667,5.433333,V,RN,L
BURUTU,NG,5.350000,5.500000,V,RN,M
BRASS OIL TERMINAL,NG,4.066667,6.283333,V,OR,L
RUFISQUE,SN,14.700000,-17.283333,V,OR,
KARABANE,SN,12.566667,-16.666667,V,RN,M
LA GOULETTE,TN,36.800000,10.300000,M,CB,M
TUNIS,TN,36.800000,10.250000,M,LC,M
TAZERKA OIL TERMINAL,TN,36.600000,11.683333,M,OR,M
BANZART,TN,37.283333,9.883333,S,CB,L
FUZHOU,CN,26.083333,119.300000,V,RN,M
ORMOC,PH,11.000000,124.600000,V,OR,
PALOMPON,PH,11.050000,124.383333,V,CN,
TAGBILARAN,PH,9.650000,123.850000,S,OR,
TUBIGAN,PH,9.950000,123.966667,V,OR,
CEBU,PH,10.300000,123.900000,L,CB,M
TOLEDO,PH,10.366667,123.633333,S,OR,L
SAN CARLOS,PH,10.483333,123.416667,V,CB,
BAIS,PH,9.600000,123.116667,V,OR,
DUMAGUETE,PH,9.316667,123.300000,V,OR,M
LAZI,PH,9.133333,123.633333,V,CN,M
PULUPANDAN,PH,10.516667,122.800000,V,OR,M
ALGECIRAS,ES,36.133333,-5.433333,S,CB,L
EUROPA POINT,GI,36.133333,-5.350000,M,CB,L
MALAGA,ES,36.716667,-4.416667,M,CB,L
MOTRIL,ES,36.750000,-3.516667,V,CB,M
ADRA,ES,36.733333,-3.033333,V,CB,
ALMERIA,ES,36.833333,-2.466667,S,CB,M
PUERTO DE CARBONERAS,ES,37.000000,-1.883333,S,CB,M
AGUILAS,ES,37.400000,-1.566667,V,CN,M
HORNILLO,ES,37.400000,-1.550000,V,CN,M
CARTAGENA,ES,37.583333,-0.983333,S,CB,L
TORREVIEJA,ES,37.966667,-0.683333,V,CB,M
ALICANTE,ES,38.333333,-0.483333,M,CB,M
PUERTO DE GANDIA,ES,39.000000,-0.150000,V,CB,M
VALENCIA,ES,39.450000,-0.316667,M,CB,M
SAGUNTO,ES,39.650000,-0.216667,V,CB,L
BURRIANA,ES,39.883333,-0.050000,V,RN,M
EL GRAO,ES,39.966667,0.016667,V,CB,M
TARRAGONA,ES,41.100000,1.233333,L,CB,M
BARCELONA,ES,41.350000,2.166667,L,CB,L
SAN FELIU DE GUIXOLS,ES,41.783333,3.033333,V,CB,M
PALAMOS,ES,41.833333,3.116667,S,CB,M
FUNCHAL,PT,32.633333,-16.916667,L,CB,L
PUERTO DE PASAJES,ES,43.333333,-1.933333,M,RN,M
BERMEO,ES,43.416667,-2.716667,V,CB,M
PUERTO DE BILBAO,ES,43.350000,-3.050000,M,CB,L
SANTANDER,ES,43.466667,-3.783333,M,RN,L
GIJON,ES,43.550000,-5.666667,S,CB,M
PORTO DE SUAPE,BR,-8.400000,-34.966667,S,CB,L
TEGAL,ID,-6.850000,109.133333,V,OR,M
PEKALONGAN,ID,-6.850000,109.700000,V,OR,M
SEMARANG,ID,-6.950000,110.416667,S,OR,M
REMBANG,ID,-6.700000,111.350000,V,OR,
TUBAN,ID,-6.733333,112.150000,V,OR,
SURABAYA,ID,-7.200000,112.733333,M,CB,M
PANARUKAN,ID,-7.700000,113.933333,V,CN,
ROBINHOOD,US,43.850000,-69.733333,V,RN,M
BATH,US,43.916667,-69.816667,S,RN,M
GARDINER,US,44.233333,-69.766667,V,RN,M
AUGUSTA,US,44.316667,-69.766667,V,RN,M
CUNDY HARBOR,US,43.783333,-69.900000,V,CN,M
SOUTH HARPSWELL,US,43.733333,-70.016667,V,CN,M
PORTLAND,US,43.666667,-70.250000,M,CN,L
SACO,US,43.500000,-70.450000,V,RN,M
KENNEBUNKPORT,US,43.366667,-70.466667,V,RN,M
PORTSMOUTH,US,43.083333,-70.750000,S,RN,L
COREA,US,44.400000,-67.966667,V,CN,M
GOLDSBORO,CA,45.183333,-61.650000,V,CN,M
STORMONT,CA,45.216667,-61.716667,V,CN,
SONORA,CA,45.066667,-61.916667,V,RN,M
MUSQUODOBOIT HARBOUR,CA,44.783333,-63.150000,V,CN,M
HALIFAX,CA,44.650000,-63.583333,L,CN,L
DIGBY,CA,44.616667,-65.766667,S,CN,M
WINDSOR,CA,45.000000,-64.150000,V,RN,M
ST JOHN,CA,45.266667,-66.050000,M,CB,L
PORT BAYSIDE NB,CA,45.150000,-67.133333,V,RN,
EASTPORT,US,44.900000,-66.983333,V,CN,L
LUBEC,US,44.866667,-66.983333,V,CN,M
MACHIASPORT,US,44.700000,-67.400000,V,CN,M
MACHIAS,US,44.716667,-67.466667,V,RN,M
JONESPORT,US,44.533333,-67.616667,V,CN,M
WYMAN,US,44.516667,-67.866667,V,CN,M
MILBRIDGE,US,44.533333,-67.883333,V,RN,M
PORT WING,US,46.783333,-91.383333,V,CB,M
KERTEMINDE,DK,55.450000,10.666667,V,CB,M
CEUTA,ES,35.900000,-5.316667,M,CB,M
INKOO,FI,60.016667,23.916667,V,RB,M
TOLKKINEN,FI,60.033333,25.583333,V,CB,M
RAHJA,FI,64.200000,23.733333,V,CB,M
PORT D AL HOCEIMA,MA,35.250000,-3.916667,V,CB,M
RABIGH,SA,22.733333,38.983333,V,CB,M
BRUCE MINES,CA,46.283333,-83.783333,V,CN,M
HILTON,CA,46.250000,-83.883333,V,CN,M
DESBARATS,CA,46.333333,-83.916667,V,RN,M
RICHARDS LANDING,CA,46.300000,-84.033333,V,CN,M
SAULT STE MARIE,CA,46.516667,-84.350000,S,RN,M
ALGONAC,US,42.616667,-82.516667,V,RN,M
MARINE CITY,US,42.716667,-82.500000,V,RN,L
ST CLAIR,US,42.816667,-82.483333,V,RN,M
PORT HURON,US,43.000000,-82.433333,V,RN,L
HARBOR BEACH,US,43.850000,-82.650000,V,CB,M
COURTRIGHT,CA,42.816667,-82.466667,V,RN,M
SODUS BAY,US,43.266667,-76.983333,V,CN,
ROCHESTER,US,43.266667,-77.600000,S,RN,M
YOUNGSTOWN,US,43.250000,-79.050000,V,RN,M
PORT COLBORNE,CA,42.883333,-79.250000,S,LC,L
PORT MAITLAND,CA,42.850000,-79.583333,S,RB,M
PORT DOVER,CA,42.783333,-80.200000,V,RN,M
PORT STANLEY,CA,42.666667,-81.200000,V,RN,M
RONDEAU,CA,42.266667,-81.900000,S,CN,M
PELEE I NORTH WHARF,CA,41.816667,-82.666667,V,CN,M
PELEE I WEST DOCK,CA,41.766667,-82.683333,V,OR,M
LEAMINGTON,CA,42.033333,-82.600000,V,OR,M
KINGSVILLE,CA,42.016667,-82.733333,V,CB,M
AMHERSTBURG,CA,42.100000,-83.100000,S,RN,M
WINDSOR,CA,42.316667,-83.033333,M,RN,M
TONAWANDA,US,43.033333,-78.883333,S,RN,M
BUFFALO,US,42.883333,-78.883333,L,CB,L
DUNKIRK,US,42.483333,-79.333333,V,CB,M
ERIE,US,42.150000,-80.100000,S,CN,L
CONNEAUT,US,41.966667,-80.550000,S,RN,M
ASHTABULA,US,41.900000,-80.800000,S,RB,M
FAIRPORT,US,41.766667,-81.300000,S,RN,M
CLEVELAND,US,41.500000,-81.716667,L,CB,L
LORAIN,US,41.466667,-82.183333,S,RN,L
VERMILION,US,41.433333,-82.366667,V,RN,M
HURON,US,41.400000,-82.550000,S,RN,L
SANDUSKY,US,41.450000,-82.716667,S,CN,M
BLINYU,ID,-1.633333,105.783333,V,CN,M
RAS LAFFAN,QA,25.916667,51.583333,M,CB,M
TANJUNGPANDAN,ID,-2.750000,107.633333,V,OR,M
PALEMBANG,ID,-2.983333,104.766667,M,RN,M
LUDERITZ BAY,NA,-26.650000,15.150000,S,CB,M
PORT CAPIZ,PH,11.600000,122.716667,V,CB,M
JORDAN,PH,10.666667,122.583333,V,OR,M
ILOILO,PH,10.700000,122.583333,V,OR,L
PUERTO PRINCESA,PH,9.733333,118.733333,S,CN,M
MAASIN,PH,10.133333,124.833333,V,OR,
BAYBAY,PH,10.683333,124.800000,V,OR,
SORSOGON,PH,12.966667,124.000000,V,CN,
SANTA CRUZ (MARINDUQUE ISL),PH,13.500000,122.066667,V,CB,
BATANGAS CITY,PH,13.750000,121.050000,M,OR,L
NASUGBU,PH,14.083333,120.616667,V,CN,M
MANILA,PH,14.583333,120.966667,L,CB,M
MARIVELES,PH,14.433333,120.483333,V,CN,M
MASINLOC,PH,15.550000,119.950000,V,CN,
SAN FERNANDO HARBOR,PH,16.616667,120.316667,M,OR,M
CALAPAN,PH,13.416667,121.183333,V,OR,
PORT ROMBLON,PH,12.583333,122.266667,V,CN,
MASBATE,PH,12.366667,123.616667,S,CN,M
LAOANG,PH,12.566667,125.016667,V,RN,
PORT BORONGAN,PH,11.600000,125.433333,V,OR,
GUIUAN,PH,11.033333,125.716667,V,CN,
CATBALOGAN,PH,11.766667,124.883333,V,OR,
TACLOBAN,PH,11.250000,125.000000,S,CN,M
FANG-CHENG,CN,21.750000,108.350000,M,RN,M
BEIHAI,CN,21.483333,109.066667,V,OR,M
HAIKOU,CN,20.050000,110.283333,V,CN,M
BASUO,CN,19.100000,108.616667,S,CB,M
ZHANJIANG,CN,21.200000,110.400000,S,RN,M
LON SHUI TERMINAL,CN,20.833333,115.683333,L,OR,M
MACAU,MO,22.183333,113.566667,M,CB,M
HUANGPUXINGANG,CN,23.050000,113.500000,S,RN,L
GUANGZHOU,CN,23.116667,113.233333,M,RN,M
ANNABA,DZ,36.916667,7.766667,M,CB,L
SKIKDA,DZ,36.883333,6.916667,S,CB,M
COLLO,DZ,37.000000,6.583333,V,CN,M
BEJAIA,DZ,36.750000,5.083333,S,CB,M
DELLYS,DZ,36.916667,3.916667,V,CB,M
ALGER,DZ,36.766667,3.066667,L,CB,L
TENES,DZ,36.533333,1.316667,V,OR,M
MOSTAGANEM,DZ,35.933333,0.083333,V,CB,M
ARZEW,DZ,35.850000,-0.300000,S,CB,M
ARZEW EL DJEDID,DZ,35.816667,-0.250000,S,CB,M
ORAN,DZ,35.700000,-0.633333,L,CB,M
MERS EL KEBIR,DZ,35.733333,-0.700000,S,CB,
CILACAP,ID,-7.733333,109.000000,L,CN,L
BENOA,ID,-8.750000,115.216667,V,CN,M
LABUHANHAJI,ID,-8.700000,116.566667,V,OR,
MAUMERE,ID,-8.616667,122.216667,V,OR,M
LARANTUKA,ID,-8.350000,122.983333,V,OR,
ENDE,ID,-8.833333,121.650000,V,CN,M
TAREMPAH,ID,3.216667,106.216667,V,CN,
BENGKALIS,ID,1.466667,102.100000,V,CN,
PULAU BUKOM,SG,1.233333,103.766667,M,OR,L
PULAU SEBAROK,SG,1.200000,103.800000,S,OR,L
TANJUNGUBAN,ID,1.066667,104.216667,V,CN,L
TANJUNGPINANG,ID,0.916667,104.450000,V,OR,M
KIJANG,ID,0.850000,104.600000,V,RN,L
PULAU SAMBU,ID,1.166667,103.900000,S,CN,L
DABO,ID,-0.500000,104.566667,V,OR,M
TOBOALI,ID,-3.016667,106.450000,V,OR,M
MUNTOK,ID,-2.066667,105.166667,V,CN,M
PANGKALPINANG,ID,-2.116667,106.133333,V,OR,M
CINTA OIL TERMINAL,ID,-5.500000,106.233333,V,OR,M
PANJANG,ID,-5.466667,105.316667,V,CN,M
TELUK BAYUR,ID,-1.000000,100.366667,V,OR,L
AVILES,ES,43.600000,-5.933333,S,LC,M
RIBADEO,ES,43.533333,-7.033333,V,RN,L
SAN CIPRIAN,ES,43.700000,-7.433333,V,CN,M
FERROL,ES,43.483333,-8.233333,M,RN,M
LA CORUNA,ES,43.366667,-8.400000,S,CN,L
VILLAGARCIA DE AROSA,ES,42.600000,-8.766667,V,CN,M
MARIN,ES,42.400000,-8.700000,S,CB,M
VIGO,ES,42.233333,-8.716667,M,CB,M
BROFJORDEN,SE,58.383333,11.416667,S,CN,M
STENUNGSUND,SE,58.066667,11.833333,V,OR,M
MUUGA-PORT OF TALLIN,EE,59.500000,24.950000,S,CB,M
FAGERSTRAND,NO,59.733333,10.600000,S,OR,M
GWADAR,PK,25.133333,62.300000,M,CN,M
NEW MANGALORE,IN,12.916667,74.816667,M,CB,L
PETCHBURI TERMINAL,TH,13.166667,100.150000,V,OR,M
RAYONG TPI TERMINAL,TH,12.633333,101.300000,V,OR,M
SIAM SEAPORT,TH,13.133333,100.883333,V,OR,L
LUMUT,MY,4.233333,100.633333,V,RN,L
TAWA,MY,4.250000,117.883333,V,CN,M
TELUK ANSON,MY,4.016667,101.016667,V,RN,M
KAMARAJAR PORT,IN,13.266667,80.316667,S,CB,M
LUMUT,BN,4.716667,114.450000,V,OR,M
SIKKA,IN,22.433333,69.833333,V,OR,L
MUNDRA,IN,22.733333,69.700000,S,OR,L
DAHEJ,IN,21.700000,72.533333,V,OR,L
JABUNG BATANGHARI MARINE TERMINAL,ID,-0.916667,104.066667,V,OR,M
KUALA KAPUS,ID,3.000000,114.366667,V,OR,M
LALANG MARINE TERMINAL,ID,1.183333,102.216667,V,OR,
PAREPARE,ID,-4.000000,119.616667,V,OR,M
BELANAK FIELD TERMINAL,ID,4.150000,106.250000,V,OR,
BELIDA MARINE TERMINAL,ID,4.133333,105.133333,V,OR,L
TANJUNG BENETE,ID,-8.900000,116.750000,V,CN,
CELUKAN BAWANG,ID,-8.183333,114.833333,S,CN,M
ZAFARANA TERMINAL,EG,29.166667,32.683333,V,OR,M
ZEIT BAY LPG TERMINAL,EG,27.800000,33.566667,V,OR,M
WHITSTABLE,GB,51.366667,1.033333,S,RN,
SHEERNESS,GB,51.450000,0.750000,V,CN,M
THAMESPORT,GB,51.433333,0.700000,S,RN,L
CHATHAM DOCKS,GB,51.400000,0.550000,S,RB,M
GRAVESEND,GB,51.450000,0.366667,S,RN,M
LONDON,GB,51.500000,-0.083333,L,RB,L
COLCHESTER,GB,51.883333,0.916667,V,RN,M
HARWICH,GB,51.950000,1.283333,S,RN,L
SAINT-DENIS,RE,-20.866667,55.450000,V,OR,L
PORT OUEST,RE,-20.933333,55.283333,S,CB,L
PORT LOUIS,MU,-20.150000,57.500000,S,CB,M
PORT MATHURIN,MU,-19.683333,63.416667,V,CN,
GASPE,CA,48.833333,-64.483333,S,CN,L
RIMOUSKI,CA,48.450000,-68.516667,S,RN,M
CHICOUTIMI (PORT SAGUENAY),CA,48.433333,-71.066667,S,RN,M
SOREL,CA,46.050000,-73.116667,S,RN,L
JASK,IR,25.633333,57.766667,V,CN,
DORALEH,DJ,11.600000,43.083333,S,CN,L
BOOSAASO,SO,11.283333,49.183333,S,CB,M
AL KHAIR OIL TERMINAL,SD,19.583333,37.250000,S,CN,
BESHAYER OIL TERMINAL,SD,19.400000,37.316667,M,OR,
SAWAKIN HARBOR,SD,19.133333,37.350000,S,CN,
UMM AL QAYWAYN,AE,25.583333,55.583333,S,CN,M
SHARJAH OFFSHORE TERMINAL,AE,25.583333,55.400000,S,OR,L
ASH SHARIQAH,AE,25.416667,55.366667,S,CB,L
AJMAN,AE,25.416667,55.433333,V,OR,M
AL JAZEERA PORT,AE,25.716667,55.783333,S,CN,
ZIRKUH PETROLEUM PORT,AE,25.016667,53.000000,M,OR,
BENGKULU,ID,-3.783333,102.250000,V,OR,M
CANAPORT (ST. JOHN),CA,45.200000,-65.983333,L,OR,L
LIVERPOOL (BROOKLYN),CA,44.033333,-64.650000,S,CN,M
JIJEL,DZ,36.833333,5.783333,V,CB,M
NORRSUNDET,SE,60.933333,17.166667,V,CN,M
SONGKHLA HARBOR,TH,7.216667,100.583333,V,RN,L
DAI HANG,VN,8.483333,108.683333,V,OR,M
VALLVIK,SE,61.183333,17.166667,S,CN,
MUI VUNG TAU,VN,10.316667,107.066667,V,CN,M
SODERHAMN,SE,61.300000,17.083333,S,RN,L
PHU MY,VN,10.583333,107.033333,V,RN,M
BENI SAF,DZ,35.300000,-1.383333,V,CB,L
GHAZAOUET,DZ,35.100000,-1.866667,V,CB,L
TANGER,MA,35.783333,-5.816667,M,CB,M
PORT NADOR,MA,35.283333,-2.933333,V,CB,M
KENITRA,MA,34.300000,-6.600000,S,RN,M
MOHAMMEDIA,MA,33.716667,-7.400000,V,CB,L
CASABLANCA,MA,33.600000,-7.616667,L,CB,L
SAFI,MA,32.300000,-9.250000,S,CB,M
ESSAOUIRA,MA,31.500000,-9.783333,V,CN,
AD DAKHLA,EH,23.700000,-15.916667,V,RN,M
NOUADHIBOU,MR,20.916667,-17.050000,M,CN,M
ST LOUIS,SN,16.016667,-16.516667,S,RN,M
DAKAR,SN,14.683333,-17.433333,M,CB,M
MERSA SFAX,TN,34.733333,10.766667,S,CB,M
MAHDIA,TN,35.500000,11.066667,V,CN,
SOUSSE,TN,35.833333,10.650000,S,CB,M
MERSIN,TR,36.800000,34.633333,M,CB,M
BOTAS,TR,36.883333,35.933333,V,OR,L
ISKENDERUN,TR,36.600000,36.166667,V,CB,M
KYRENIA,CY,35.350000,33.333333,V,CB,M
XEROS,CY,35.133333,32.833333,V,OR,L
LIMASSOL,CY,34.666667,33.050000,S,CB,M
LARNACA,CY,34.916667,33.650000,S,CB,M
DHEKELIA,CY,34.966667,33.716667,V,OR,M
FAMAGUSTA,CY,35.116667,33.933333,S,CB,M
TARTUS,SY,34.900000,35.866667,S,CB,M
BANIYAS,SY,35.183333,35.950000,L,CB,M
AL LADHIQIYAH,SY,35.533333,35.766667,M,CB,M
HONG KONG,HK,22.266667,114.200000,L,CN,M
SHAN T OU,CN,23.366667,116.683333,S,RN,M
XIAMEN,CN,24.450000,118.066667,M,RN,M
CHI-LUNG,TW,25.133333,121.766667,L,CB,M
SU-AO,TW,24.600000,121.866667,M,CB,M
HUA-LIEN KANG,TW,23.983333,121.600000,M,CB,M
KAO-HSIUNG,TW,22.616667,120.250000,M,CB,L
TAN-SHUI,TW,25.183333,121.400000,V,RN,M
PENG-HU KANG,TW,23.583333,119.533333,S,CN,M
TAI-CHUNG KANG,TW,24.300000,120.500000,S,LC,M
BASCO,PH,20.450000,121.966667,V,CN,M
VIANA DO CASTELO,PT,41.700000,-8.833333,S,CT,L
PORTO DE LEIXOES,PT,41.183333,-8.700000,V,CB,L
OPORTO,PT,41.150000,-8.666667,V,RN,M
AVEIRO,PT,40.650000,-8.650000,M,RN,M
FIGUEIRA DA FOZ,PT,40.150000,-8.850000,V,RN,M
LISBOA,PT,38.700000,-9.166667,L,RN,L
SETUBAL,PT,38.516667,-8.900000,S,RN,L
SINES,PT,37.950000,-8.866667,M,CB,M
FARO,PT,37.033333,-7.933333,V,RN,M
VILA REAL DE S ANTONIO,PT,37.183333,-7.400000,V,RN,
BORDEAUX,FR,44.866667,-0.566667,L,RT,L
SAINT HELIER HARBOUR,JE,49.183333,-2.116667,S,CB,M
PAIMPOL,FR,48.783333,-3.050000,V,RT,M
RADE DE BREST,FR,48.383333,-4.500000,L,CB,M
CONCARNEAU,FR,47.866667,-3.916667,V,CB,M
LORIENT,FR,47.750000,-3.350000,M,RN,M
ST NAZAIRE,FR,47.283333,-2.200000,M,RT,L
DONGES,FR,47.300000,-2.066667,S,RN,L
NANTES,FR,47.200000,-1.566667,M,RN,L
LES SABLES D' OLONNE,FR,46.500000,-1.800000,M,RB,
LA PALLICE,FR,46.166667,-1.216667,M,CT,L
LA ROCHELLE,FR,46.150000,-1.150000,M,CT,L
ROCHEFORT,FR,45.933333,-0.950000,M,RT,M
TONNAY CHARENTE,FR,45.933333,-0.900000,S,RN,M
LE VERDON,FR,45.550000,-1.050000,S,RN,L
PAUILLAC,FR,45.200000,-0.750000,S,RN,L
BLAYE,FR,45.133333,-0.666667,S,RN,L
CONVENT,US,30.016667,-90.833333,S,RN,M
DEER PARK,US,29.750000,-95.333333,V,RN,L
AIN SUKHNA TERMINAL,EG,29.583333,32.366667,L,OR,L
KING FAHD PORT,SA,23.950000,38.216667,V,CB,M
RAS ISA MARINE TERMINAL,YE,15.133333,42.600000,L,,M
SHEKOU,CN,22.466667,113.866667,M,CN,M
ARDJUNA OIL FIELD,ID,-5.883333,107.716667,V,OR,M
BAYUQUAN,CN,40.300000,122.083333,V,OR,M
IPSWICH,GB,52.050000,1.166667,S,RT,M
LOWESTOFT,GB,52.483333,1.750000,S,CB,M
GREAT YARMOUTH,GB,52.616667,1.733333,S,RN,M
KING'S LYNN,GB,52.750000,0.400000,S,RT,M
BOSTON,GB,52.966667,-0.016667,S,RT,
GRIMSBY,GB,53.583333,-0.066667,M,RT,M
IMMINGHAM,GB,53.633333,-0.200000,M,RT,L
KINGSTON UPON HULL,GB,53.750000,-0.283333,M,RT,L
GOOLE,GB,53.700000,-0.833333,S,RT,M
BRIDLINGTON,GB,54.083333,-0.183333,V,CB,M
SCARBOROUGH,GB,54.283333,-0.400000,V,CB,M
WHITBY,GB,54.483333,-0.616667,S,CB,M
ROTTERDAM,NL,51.900000,4.483333,L,RB,L
RINGKOBING,DK,56.083333,8.250000,V,CB,
ESBJERG,DK,55.466667,8.450000,S,CN,M
HUSUM,DE,54.483333,9.050000,V,RN,M
BRUNSBUTTEL ELBAHAFEN,DE,53.883333,9.166667,V,RN,L
BRUNSBUTTEL CANAL TERMINALS,DE,53.900000,9.150000,S,LC,M
RENDSBURG,DE,54.300000,9.683333,S,LC,M
GLUCKSTADT,DE,53.783333,9.416667,S,CT,M
HAMBURG,DE,53.550000,9.933333,L,LC,M
CUXHAVEN,DE,53.866667,8.716667,M,RB,M
BREMERHAVEN,DE,53.533333,8.583333,L,RT,M
NORDENHAM,DE,53.483333,8.483333,S,RN,M
BRAKE,DE,53.333333,8.483333,M,RT,M
ELSFLETH,DE,53.233333,8.466667,V,RT,
OLDENBURG,DE,53.116667,8.216667,V,RN,M
BREMEN,DE,53.133333,8.766667,L,RT,M
WILHELMSHAVEN,DE,53.533333,8.166667,S,CT,M
EMDEN,DE,53.333333,7.183333,M,RT,M
LEER,DE,53.233333,7.450000,V,RT,M
PAPENBURG,DE,53.100000,7.383333,S,LC,M
DELFZIJL,NL,53.333333,6.933333,S,CT,M
HARLINGEN,NL,53.183333,5.416667,V,CT,M
DEN HELDER,NL,52.966667,4.783333,S,RB,M
ISLA SAN MARCOS,MX,27.183333,-112.100000,V,OR,M
SAN JUAN DE LA COSTA,MX,24.400000,-110.700000,V,OR,L
LA PAZ,MX,24.166667,-110.316667,S,CN,M
ENSENADA,MX,31.866667,-116.633333,M,CB,L
ROSARITO,MX,32.366667,-117.100000,V,OR,L
SAN DIEGO,US,32.716667,-117.183333,M,CN,L
WILSON COVE,US,33.000000,-118.550000,V,CN,
ISTHMUS COVE,US,33.450000,-118.500000,V,CN,
PORT AUX BASQUES,CA,47.566667,-59.133333,S,CN,M
STEPHENVILLE,CA,48.533333,-58.533333,V,CB,L
ST GEORGE'S,CA,48.450000,-58.450000,S,CN,L
CORNER BROOK,CA,48.950000,-57.950000,S,CN,L
BLANC SABLON,CA,51.416667,-57.133333,V,RN,M
HAVRE ST PIERRE,CA,50.233333,-63.600000,V,CN,M
POINTE NOIRE,CA,50.166667,-66.483333,S,RN,L
PORT CARTIER,CA,50.033333,-66.783333,V,RN,L
MATANE,CA,48.850000,-67.533333,V,RN,M
BAIE COMEAU,CA,49.233333,-68.133333,S,RN,L
LA BAIE (PORT ALFRED),CA,48.333333,-70.883333,S,RN,L
RIVIERE DU LOUP,CA,47.833333,-69.516667,S,RN,M
QUEBEC,CA,46.816667,-71.216667,M,RN,L
TROIS RIVIERES,CA,46.350000,-72.550000,M,RN,L
MONTREAL,CA,45.516667,-73.550000,L,RN,L
VAUDREUIL,CA,45.400000,-74.033333,V,RN,
OKA SUR LE LAC,CA,45.466667,-74.083333,V,RN,
HUDSON,CA,45.466667,-74.133333,V,RN,
ST PLACIDE,CA,45.533333,-74.200000,V,RN,
ST ANDREWS EAST,CA,45.566667,-74.333333,V,RN,
CARILLON,CA,45.566667,-74.366667,V,RN,
CHUTE A BLONDEAU,CA,45.583333,-74.466667,V,RN,
GRENVILLE,CA,45.633333,-74.600000,V,RN,
HAWKESBURY,CA,45.616667,-74.616667,V,RN,
FASSETT,CA,45.650000,-74.866667,V,RN,
MONTEBELLO,CA,45.650000,-74.933333,V,RN,
PAPINEAUVILLE,CA,45.616667,-75.016667,V,RN,
THURSO,CA,45.600000,-75.233333,V,RN,
SYDNEY,CA,46.150000,-60.200000,M,CN,L
LOUISBURG,CA,45.916667,-59.966667,V,CN,M
CLAVERIA,PH,18.616667,121.083333,V,CN,
PORT SAN VICENTE,PH,18.516667,122.133333,V,CN,M
APARRI,PH,18.366667,121.633333,V,OR,M
HONDAGUA,PH,13.950000,122.233333,V,OR,L
JOSE PANGANIBAN,PH,14.283333,122.683333,V,OR,M
VIRAC,PH,13.583333,124.250000,V,CN,M
TABACO,PH,13.366667,123.733333,V,OR,L
LEGAZPI PORT,PH,13.150000,123.750000,V,OR,M
CAM PHA,VN,21.033333,107.366667,V,OR,M
TULAGHI,SB,-9.100000,160.150000,V,CN,M
HONIARA,SB,-9.416667,159.950000,V,OR,L
LUGANVILLE,VU,-15.516667,167.166667,S,CN,L
PORT VILA,VU,-17.733333,168.316667,V,CB,M
FORARI BAY,VU,-17.683333,168.550000,V,OR,M
BAIE DE KOUAOUA,NC,-21.383333,165.816667,V,OR,M
KUANTAN NEW PORT,MY,3.966667,103.433333,S,CB,M
